BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,Status
0,11300,114392.0,200447.0,HomeImp,ProfExe,2.0,0.0,0.0,11.0,1.0,15.0,26.251830338,Good
1,11300,62568.0,79009.0,HomeImp,Office,4.0,0.0,3.0,25.0,0.0,19.0,28.600252229,Default
0,11300,78902.0,100332.0,DebtCon,ProfExe,4.0,0.0,0.0,10.0,0.0,26.0,34.683071467,Good
0,11300,74783.0,100909.0,HomeImp,ProfExe,5.0,0.0,0.0,7.0,0.0,34.0,35.947854706,Good
0,11400,50900.0,29374.0,HomeImp,Office,20.0,0.0,0.0,17.0,1.0,15.0,38.955124742,Good
0,11400,75705.0,90727.0,DebtCon,Mgr,5.0,0.0,0.0,12.0,2.0,27.0,42.169926729,Good
0,11400,55965.0,78051.0,DebtCon,Office,6.0,0.0,0.0,8.0,2.0,14.0,27.173232225,Good
0,11400,59813.0,72873.0,DebtCon,ProfExe,13.0,0.0,0.0,20.0,4.0,31.0,39.351470851,Good
0,11400,125486.0,195284.0,HomeImp,Office,0.0,0.0,0.0,30.0,0.0,15.0,38.143068786,Good
0,11400,76630.0,44849.0,HomeImp,Mgr,6.0,1.6,0.8,14.0,0.2,9.0,23.481116639,Good
0,11400,28043.0,87684.0,HomeImp,ProfExe,20.0,1.0,1.0,19.0,0.0,10.0,25.489994512,Good
0,11400,84380.0,200447.0,HomeImp,Self,13.0,0.0,0.0,3.0,2.2,7.0,18.84034872,Good
0,11400,112930.0,144830.0,DebtCon,ProfExe,2.0,0.0,0.0,23.0,1.0,42.0,33.251079314,Good
0,11400,84278.0,200447.0,HomeImp,Self,14.0,0.0,0.0,0.0,2.2,8.0,19.112485067,Good
0,11500,116430.0,200447.0,HomeImp,ProfExe,3.0,0.0,0.0,11.0,0.0,14.0,26.864568467,Good
0,11500,43945.0,63337.0,DebtCon,Mgr,2.0,0.0,1.0,16.0,0.0,21.0,27.623493964,Good
0,11500,70409.0,89099.0,DebtCon,ProfExe,9.0,0.0,0.0,14.0,0.0,11.0,40.174430056,Good
0,11500,61264.0,75647.0,DebtCon,Office,11.0,0.0,0.0,22.0,3.0,36.0,39.547882702,Good
0,11500,44097.0,58336.0,DebtCon,Office,0.0,0.0,0.0,14.0,0.0,20.0,38.191626025,Good
0,11500,77143.0,86862.0,DebtCon,ProfExe,8.0,0.0,1.0,14.0,1.0,12.0,39.449692717,Good
1,11500,21096.0,38952.0,DebtCon,Office,13.0,0.0,0.0,11.0,0.0,5.0,19.3738117654,Default
1,11500,67000.0,83000.0,DebtCon,ProfExe,4.0,0.0,0.8,14.0,1.0,17.0,30.476869477199994,Default
0,11500,64371.0,73636.0,DebtCon,ProfExe,2.0,0.0,0.0,14.0,1.0,35.0,39.791198955,Good
0,11500,29281.0,37717.0,HomeImp,Mgr,15.0,0.0,0.0,5.0,0.0,9.0,30.702428546,Good
0,11500,22758.0,36922.0,DebtCon,Office,7.0,0.0,1.0,9.0,0.0,16.0,19.020168304,Good
0,11600,64143.0,78851.0,DebtCon,Office,6.0,0.0,3.0,17.0,3.0,29.0,35.795804943,Good
1,11600,44623.0,97587.0,HomeImp,ProfExe,13.0,6.0,2.0,15.0,0.0,29.0,21.334651908,Default
1,11600,57939.0,69774.0,DebtCon,Mgr,5.0,0.0,0.0,8.0,0.0,12.0,53.79780451199999,Default
0,11600,50433.0,107092.0,DebtCon,ProfExe,5.0,0.0,1.0,19.0,0.0,9.0,24.95259473,Good
0,11600,89205.0,128462.0,DebtCon,Office,10.0,0.0,0.0,11.0,0.0,21.0,37.523324709,Good
0,11600,22635.0,33353.0,DebtCon,Office,6.0,0.0,0.0,7.0,0.0,16.0,19.223872665,Good
0,11600,96882.0,118914.0,DebtCon,ProfExe,13.0,0.0,0.0,15.0,2.0,17.0,34.757740199,Good
0,11600,64510.0,71105.0,DebtCon,ProfExe,5.0,0.0,0.0,13.0,1.0,34.0,43.239187116,Good
0,11600,129432.0,198705.0,HomeImp,Office,0.0,0.0,0.0,28.0,0.0,16.0,39.963258508,Good
0,11600,73079.0,101219.0,HomeImp,ProfExe,7.0,0.0,0.0,13.0,0.0,33.0,34.249620743,Good
1,11700,116795.0,67940.0,HomeImp,Mgr,3.0,3.0,4.0,17.0,1.0,38.0,29.68848006,Default
0,11700,78789.0,91342.0,DebtCon,Mgr,5.0,0.0,0.0,11.0,2.0,27.0,41.952681795,Good
0,11700,95411.0,117927.0,DebtCon,ProfExe,14.0,0.0,0.0,15.0,1.0,17.0,34.490564131,Good
0,11700,59932.0,80313.0,HomeImp,Office,14.0,0.0,0.0,20.0,0.0,32.0,44.474917703,Good
0,11700,63724.0,82252.0,DebtCon,Office,13.0,0.0,0.0,19.0,3.0,37.0,40.075275838,Good
1,11700,69100.0,85000.0,DebtCon,Mgr,4.0,3.0,0.0,7.0,0.0,22.0,30.689159962400005,Default
1,11700,62400.0,78000.0,DebtCon,Office,20.0,0.0,0.0,18.0,2.0,24.0,31.3694412918,Default
0,11700,37093.0,62116.0,DebtCon,Mgr,11.0,1.2,0.4,18.0,0.0,18.0,37.010948765,Good
0,11700,74783.0,86227.0,DebtCon,Mgr,7.0,0.0,0.0,10.0,0.0,23.0,28.019227084,Good
0,11700,15163.0,74500.0,DebtCon,ProfExe,19.0,0.0,2.0,32.0,1.0,11.0,20.090783327,Good
0,11700,78157.0,103016.0,DebtCon,Mgr,1.0,0.0,0.0,6.0,2.0,24.0,38.448387115,Good
0,11700,55119.0,67931.0,DebtCon,Mgr,4.0,0.0,0.0,17.0,2.0,16.0,27.616338511,Good
1,11800,74512.0,93328.0,HomeImp,Office,4.0,5.0,0.0,10.0,2.2,16.0,53.79780451199999,Default
0,11800,118053.0,125325.0,DebtCon,Self,5.0,0.0,0.0,15.0,0.0,18.0,33.200397325,Good
0,11800,52104.0,61618.0,DebtCon,Office,0.0,0.0,0.0,13.0,0.0,21.0,37.129512042,Good
0,11800,79131.0,102263.0,HomeImp,ProfExe,5.0,0.0,0.0,9.0,0.0,34.0,36.070978869,Good
1,11800,67678.0,108092.0,HomeImp,ProfExe,13.0,0.0,7.0,11.0,0.0,36.0,37.162689687,Default
0,11800,21813.0,30436.0,DebtCon,Office,5.0,0.0,1.0,9.0,0.0,16.0,19.408461231,Good
0,11800,57760.0,65535.0,DebtCon,Mgr,11.0,0.0,0.0,9.0,1.0,18.0,32.783483568,Good
0,11800,65062.0,78004.0,HomeImp,Office,12.0,0.0,0.0,21.0,0.0,31.0,43.372372819,Good
0,11800,67336.0,82218.0,DebtCon,Office,12.0,0.0,0.0,21.0,3.0,36.0,40.878428241,Good
0,11800,86785.0,125552.0,DebtCon,Office,11.0,0.0,0.0,12.0,1.0,22.0,37.884449327,Good
0,11800,116742.0,137385.0,DebtCon,ProfExe,15.0,0.0,1.0,14.0,1.0,33.0,30.785003591,Good
0,11800,32257.0,59515.0,DebtCon,Office,23.0,0.0,0.0,19.0,0.0,29.0,25.701276422,Good
0,11800,65012.0,91614.0,HomeImp,Office,26.0,0.0,0.0,14.0,2.0,13.0,42.488517052,Good
0,11800,53596.0,69786.0,DebtCon,Mgr,5.0,0.6,1.2,11.0,0.8,24.0,41.047754879,Good
0,11800,112146.0,140781.0,DebtCon,ProfExe,14.0,0.8,0.0,14.0,0.0,32.0,29.942492402,Good
1,11900,54867.0,79000.0,HomeImp,Mgr,1.0,0.0,0.0,15.0,2.0,23.0,27.198675103200003,Default
0,11900,56443.0,86913.0,DebtCon,Office,12.0,0.0,0.0,10.0,0.0,24.0,38.861656969,Good
0,11900,85486.0,109386.0,HomeImp,ProfExe,11.0,0.0,1.0,15.0,0.0,28.0,33.670908179,Good
1,11900,108763.0,128780.0,DebtCon,Office,8.0,0.0,0.0,5.0,3.0,21.0,49.418114378,Default
0,11900,56792.0,64130.0,DebtCon,Mgr,13.0,0.0,0.0,10.0,1.0,18.0,32.665746304,Good
0,11900,71000.0,87000.0,DebtCon,Mgr,20.0,0.0,0.0,20.0,5.0,24.0,34.45941821500001,Good
0,11900,41009.0,68211.0,DebtCon,Office,23.0,0.0,0.0,20.0,0.0,28.0,28.391039297,Good
0,11900,28329.0,80963.0,HomeImp,ProfExe,21.0,0.0,0.0,20.0,0.0,10.0,24.534997192,Good
0,11900,117550.0,144178.0,DebtCon,ProfExe,15.0,0.4,1.0,14.0,1.0,32.0,29.099981214,Good
0,11900,34222.0,59948.0,DebtCon,Office,24.0,0.0,0.0,19.0,1.0,29.0,25.728837383,Good
0,11900,81849.0,105403.0,HomeImp,ProfExe,5.0,0.0,1.0,7.0,1.0,34.0,36.50598321,Good
1,11900,29822.0,48574.0,DebtCon,Office,13.0,0.0,0.0,11.0,0.0,4.0,36.611156973,Default
0,11900,159306.0,200447.0,HomeImp,ProfExe,10.0,0.0,0.0,20.0,0.0,22.0,33.776336963,Good
0,11900,89595.0,107895.0,HomeImp,Mgr,9.0,0.0,0.0,21.0,0.0,24.0,30.305388108,Good
0,11900,78959.0,104371.0,DebtCon,Mgr,1.0,0.0,0.0,7.0,1.0,23.0,40.02421108,Good
0,11900,83877.0,200447.0,HomeImp,Self,15.0,0.0,0.0,1.0,2.2,7.0,18.249721916,Good
0,11900,114329.0,143915.0,DebtCon,ProfExe,15.0,0.0,1.0,15.0,0.0,32.0,28.977738657,Good
0,11900,81318.0,105454.0,HomeImp,ProfExe,6.0,0.0,0.0,8.0,1.0,33.0,37.525751033,Good
0,12000,84172.0,123415.0,DebtCon,Office,9.0,0.0,0.0,12.0,1.0,21.0,38.582669884,Good
0,12000,63019.0,74204.0,DebtCon,Office,6.0,0.0,0.0,8.0,2.0,14.0,24.490438355,Good
0,12000,57371.0,69076.0,DebtCon,Mgr,10.0,1.0,0.0,7.0,1.0,19.0,29.632108256,Good
0,12000,76799.0,83864.0,DebtCon,Mgr,8.0,0.0,0.0,9.0,0.0,22.0,27.17193008,Good
0,12000,38130.0,68707.0,DebtCon,Office,23.0,0.0,0.0,20.0,1.0,29.0,26.301236902,Good
0,12000,15756.0,53079.0,HomeImp,Office,23.0,0.0,0.0,22.0,0.0,20.0,29.397478217,Good
0,12000,69796.0,93757.0,DebtCon,Office,16.0,0.0,1.0,8.0,0.0,8.0,24.459383678,Good
0,12000,79844.0,98139.0,HomeImp,ProfExe,8.0,0.0,0.0,13.0,0.0,34.0,31.700124322,Good
0,12000,72786.0,84595.0,DebtCon,Office,4.0,2.0,2.0,17.0,3.0,30.0,38.090209026,Good
1,12000,69000.0,92900.0,HomeImp,ProfExe,2.0,0.0,0.0,10.0,0.0,15.0,26.902891732,Default
0,12000,96000.0,135000.0,HomeImp,ProfExe,14.0,0.0,0.0,11.0,5.0,22.0,31.944632226,Good
0,12000,87000.0,101200.0,DebtCon,Sales,13.0,0.0,2.0,13.0,1.0,18.0,36.0857218386,Good
0,12000,98000.0,123385.0,HomeImp,ProfExe,10.0,0.0,0.0,14.0,3.0,32.0,39.681815071,Good
0,12000,73000.0,94900.0,DebtCon,ProfExe,9.0,3.0,0.0,16.0,1.0,30.0,28.657902579799998,Good
0,12000,150000.0,175065.0,DebtCon,ProfExe,7.0,0.0,1.0,17.0,4.0,26.0,36.99518882779999,Good
0,12000,29600.0,61250.0,DebtCon,ProfExe,8.0,0.0,0.0,22.0,1.0,16.0,31.823838256400002,Good
0,12000,94000.0,112125.0,HomeImp,Office,2.0,0.0,0.0,12.0,1.0,22.0,35.5367132336,Good
0,12000,42482.0,67800.0,DebtCon,ProfExe,19.0,0.0,0.0,17.0,0.0,16.0,32.3673804324,Good
0,12000,88000.0,118750.0,HomeImp,Mgr,3.0,0.0,3.0,13.0,0.0,26.0,31.107764511200003,Good
0,12000,81000.0,105250.0,DebtCon,ProfExe,9.0,0.0,0.0,17.0,2.0,37.0,39.915344523200005,Good
0,12000,85039.0,111100.0,DebtCon,ProfExe,0.0,1.0,2.0,12.0,1.0,34.0,38.0870238964,Good
0,12000,87000.0,113850.0,DebtCon,Office,11.0,0.0,0.0,18.0,0.0,12.0,37.903075066599996,Good
1,12000,114390.0,132800.0,DebtCon,Mgr,10.0,0.0,0.0,8.0,0.0,25.0,38.014321654999996,Default
1,12000,118000.0,139350.0,HomeImp,ProfExe,2.0,0.0,0.0,13.0,2.0,17.0,31.6842404328,Default
1,12000,58730.0,80000.0,DebtCon,Office,10.0,0.2,4.0,10.0,3.0,25.0,30.7332627516,Default
1,12000,15231.0,42845.0,DebtCon,Office,6.0,0.0,1.0,5.0,2.0,18.0,28.981898862399998,Default
1,12000,48786.0,89800.0,HomeImp,ProfExe,28.0,0.0,5.0,18.0,1.0,16.0,27.941097487,Default
0,12000,76674.0,97936.0,DebtCon,Mgr,5.0,0.0,0.0,12.0,2.0,27.0,41.225763159,Good
0,12000,36072.0,62960.0,DebtCon,ProfExe,8.0,0.0,0.0,24.0,0.0,16.0,22.423002459,Good
0,12000,97650.0,115931.0,DebtCon,ProfExe,11.0,0.0,0.0,17.0,1.0,17.0,34.387943973,Good
0,12000,88210.0,114224.0,DebtCon,ProfExe,8.0,0.0,0.0,17.0,1.0,36.0,41.572971522,Good
0,12000,84191.0,100654.0,HomeImp,ProfExe,0.0,0.0,0.0,7.0,1.0,20.0,33.773303262,Good
0,12000,63589.0,75959.0,HomeImp,Office,14.0,1.0,0.0,21.0,1.0,31.0,43.15970058,Good
1,12100,159306.0,200447.0,HomeImp,ProfExe,0.0,0.0,0.0,6.0,0.6,4.0,26.990532996,Default
0,12100,96439.0,126328.0,HomeImp,Mgr,3.0,0.0,3.0,13.0,0.0,26.0,39.279313253,Good
0,12100,90917.0,102400.0,DebtCon,Sales,11.0,0.8,2.0,13.0,0.0,17.0,33.453728495,Good
0,12100,68941.0,75029.0,HomeImp,Office,14.0,0.0,0.0,21.0,0.0,31.0,43.89784955,Good
0,12100,50973.0,74183.0,DebtCon,Mgr,6.0,0.0,0.4,10.0,0.8,24.0,41.128085307,Good
0,12100,12000.0,33938.0,DebtCon,Mgr,9.0,0.0,0.0,10.0,0.0,11.0,31.546583532,Good
1,12100,67000.0,79100.0,DebtCon,Mgr,5.0,0.0,0.0,13.0,1.0,32.0,25.2836366806,Default
0,12100,74594.0,90555.0,DebtCon,Mgr,4.0,0.0,0.0,10.0,2.0,27.0,41.634847306,Good
0,12100,83557.0,98881.0,HomeImp,ProfExe,6.0,0.0,0.0,9.0,1.0,26.0,25.782787088,Good
0,12100,105104.0,144712.0,HomeImp,ProfExe,13.0,0.0,0.0,11.0,5.0,22.0,37.413774661,Good
0,12100,85121.0,113744.0,DebtCon,ProfExe,0.0,0.0,2.0,12.0,0.0,34.0,33.943437719,Good
0,12100,18728.0,34443.0,DebtCon,Mgr,9.0,0.0,0.0,10.0,0.0,10.0,21.589836378,Good
0,12100,48149.0,74539.0,DebtCon,ProfExe,17.0,0.0,0.0,17.0,0.0,15.0,23.130971888,Good
0,12200,61929.0,83102.0,HomeImp,Office,14.0,0.0,0.0,20.0,1.0,32.0,44.449670971,Good
0,12200,110088.0,137794.0,DebtCon,ProfExe,3.0,0.0,0.0,21.0,1.0,42.0,33.517117222,Good
0,12200,136866.0,162906.0,HomeImp,ProfExe,4.0,0.0,0.0,34.0,0.0,42.0,30.182122904,Good
0,12200,80336.0,102618.0,HomeImp,ProfExe,2.0,0.0,0.0,7.0,2.0,19.0,34.405482343,Good
1,12200,97000.0,109800.0,HomeImp,ProfExe,5.0,0.0,0.0,13.0,3.0,33.0,34.305892984,Default
0,12200,159306.0,200447.0,HomeImp,ProfExe,10.0,0.0,1.0,20.0,0.0,22.0,30.689439205,Good
0,12200,159306.0,200447.0,HomeImp,ProfExe,11.0,0.0,0.0,19.0,0.0,21.0,31.370272297,Good
0,12200,82904.0,125057.0,DebtCon,Office,8.0,0.0,0.0,11.0,1.0,21.0,37.273139992,Good
0,12200,27118.0,87982.0,HomeImp,ProfExe,19.0,0.0,0.0,19.0,0.0,11.0,25.235438798,Good
0,12200,90154.0,110479.0,DebtCon,ProfExe,9.0,0.0,0.0,16.0,2.0,37.0,43.189031502,Good
0,12200,86775.0,111572.0,DebtCon,ProfExe,0.0,1.0,1.0,12.0,1.0,33.0,34.351808356,Good
0,12300,79838.0,85209.0,DebtCon,ProfExe,8.0,0.0,0.0,14.0,0.0,11.0,37.824470796,Good
0,12300,114035.0,137208.0,DebtCon,ProfExe,15.0,0.4,1.0,14.0,0.0,33.0,32.056072286,Good
0,12300,61253.0,85825.0,DebtCon,Sales,5.0,0.0,0.0,11.0,0.0,34.0,27.20337824,Good
0,12300,152107.0,179793.0,DebtCon,ProfExe,7.0,0.4,1.0,18.0,3.0,25.0,43.134095051,Good
0,12300,48866.0,73023.0,HomeImp,Office,11.0,3.0,1.0,21.0,1.0,29.0,32.876870739,Good
1,12300,48238.0,66603.0,HomeImp,Office,6.0,0.0,1.0,7.0,1.0,11.0,40.01910455,Default
0,12300,112373.0,136202.0,DebtCon,ProfExe,16.0,0.4,1.0,15.0,0.0,32.0,30.488268105,Good
0,12300,60200.0,77079.0,HomeImp,Office,13.0,0.0,0.0,20.0,1.0,32.0,45.394168545,Good
0,12300,81235.0,50530.0,HomeImp,Mgr,5.0,1.4,0.8,14.0,0.6,9.0,20.02628441,Good
1,12300,50230.0,70000.0,DebtCon,Sales,1.0,0.0,0.4,15.0,2.0,20.0,30.999394681400002,Default
1,12300,49800.0,64000.0,DebtCon,ProfExe,23.0,0.0,2.0,19.0,3.0,17.0,35.279860920000004,Default
1,12300,77000.0,94000.0,DebtCon,Mgr,28.0,0.2,4.0,18.0,4.0,17.0,37.175395462400004,Default
0,12300,114457.0,144284.0,DebtCon,ProfExe,1.0,0.0,0.0,21.0,0.0,42.0,32.497145096,Good
0,12300,152274.0,177940.0,HomeImp,Office,4.0,0.0,0.0,16.0,0.0,42.0,33.722769149,Good
0,12300,90006.0,121122.0,DebtCon,Office,9.0,0.0,0.0,11.0,1.0,21.0,36.91048167,Good
0,12300,159306.0,177853.0,DebtCon,ProfExe,6.0,0.4,0.0,17.0,4.0,25.0,41.42504139,Good
0,12300,81590.0,90050.0,DebtCon,Mgr,6.0,0.0,0.0,11.0,1.0,26.0,41.732675815,Good
0,12300,50441.0,56656.0,DebtCon,Office,1.0,0.0,0.0,16.0,0.0,21.0,35.452607421,Good
0,12300,102908.0,124217.0,HomeImp,ProfExe,9.0,0.0,0.0,13.0,2.0,31.0,27.707443896,Good
0,12300,141020.0,157511.0,HomeImp,ProfExe,4.0,0.0,1.0,34.0,0.0,42.0,29.583184253,Good
0,12300,92573.0,119325.0,DebtCon,ProfExe,2.0,1.0,2.0,13.0,0.0,33.0,34.775102513,Good
1,12300,73099.0,84250.0,DebtCon,ProfExe,4.0,1.0,1.4,11.0,1.8,19.0,40.222283144,Default
0,12300,68024.0,78800.0,DebtCon,Sales,7.0,0.0,0.0,10.0,0.0,35.0,29.293344354,Good
0,12400,132894.0,198168.0,HomeImp,Office,0.0,0.0,1.0,30.0,0.0,16.0,40.540295366,Good
0,12400,80510.0,97548.0,HomeImp,ProfExe,1.0,0.0,0.0,6.0,1.0,19.0,36.457349926,Good
0,12400,137927.0,160566.0,HomeImp,ProfExe,6.0,0.0,1.0,34.0,0.0,42.0,29.272556814,Good
0,12400,159306.0,200447.0,HomeImp,ProfExe,9.0,0.0,0.0,18.0,0.0,22.0,33.64852105,Good
0,12400,16375.0,36672.0,DebtCon,Mgr,8.0,0.0,0.0,10.0,0.0,11.0,24.089437148,Good
0,12400,36034.0,62953.0,DebtCon,ProfExe,9.0,0.0,0.0,22.0,0.0,16.0,21.345227351,Good
1,12400,94000.0,112000.0,DebtCon,Mgr,4.0,0.0,0.0,13.0,0.0,0.0,35.5367132336,Default
0,12400,115902.0,146813.0,DebtCon,ProfExe,1.0,0.0,0.0,24.0,0.0,42.0,33.054284333,Good
0,12400,115004.0,144760.0,DebtCon,ProfExe,2.0,0.0,0.0,23.0,1.0,42.0,35.614731425,Good
0,12400,24769.0,87665.0,HomeImp,ProfExe,21.0,0.0,0.0,20.0,0.0,11.0,25.332201314,Good
0,12500,93538.0,118369.0,DebtCon,ProfExe,0.0,0.0,1.0,11.0,0.0,33.0,34.833864806,Good
1,12500,69117.0,101503.0,HomeImp,ProfExe,13.0,0.0,7.0,12.0,0.0,36.0,36.759984664,Default
0,12500,157312.0,181050.0,DebtCon,ProfExe,7.0,0.4,0.0,17.0,4.0,25.0,40.905619756,Good
0,12500,83276.0,129116.0,DebtCon,Office,7.0,0.0,0.0,12.0,0.0,22.0,39.589961826,Good
0,12500,101047.0,118913.0,HomeImp,Office,2.0,0.0,0.0,13.0,1.0,22.0,35.899287842,Good
0,12500,83924.0,100114.0,HomeImp,ProfExe,0.0,0.0,0.0,6.0,1.0,20.0,34.712768805,Good
0,12500,79900.0,94660.0,DebtCon,Mgr,19.0,0.0,0.0,21.0,5.0,24.0,35.800492028,Good
0,12500,76630.0,52026.0,HomeImp,Mgr,6.0,1.6,0.8,14.0,0.2,8.0,21.621195099,Good
0,12500,77100.0,90550.0,HomeImp,Office,13.0,0.0,0.0,14.0,1.0,26.0,36.600787605,Good
1,12500,53060.0,67500.0,DebtCon,Office,16.0,0.0,5.0,15.0,0.0,15.0,35.977329147199995,Default
1,12500,69192.0,105300.0,DebtCon,Mgr,4.0,0.0,0.0,24.0,1.0,23.0,33.4771949508,Default
0,12500,77792.0,100812.0,DebtCon,ProfExe,10.0,2.0,0.0,15.0,1.0,29.0,27.385873237,Good
0,12500,53354.0,79893.0,HomeImp,Office,10.0,2.0,0.0,21.0,1.0,29.0,35.020885785,Good
0,12500,66163.0,83727.0,DebtCon,Office,4.0,1.0,2.0,15.0,3.0,30.0,36.774639954,Good
0,12500,17659.0,31843.0,DebtCon,Office,7.0,0.0,1.0,9.0,0.0,16.0,19.300854446,Good
0,12500,55228.0,66569.0,DebtCon,Mgr,3.0,0.0,0.0,17.0,1.0,17.0,27.996872759,Good
0,12500,77937.0,89710.0,DebtCon,Mgr,19.0,0.0,0.0,19.0,5.0,24.0,35.951998648,Good
0,12600,71370.0,90316.0,HomeImp,Office,26.0,0.0,0.0,14.0,2.0,14.0,39.875483802,Good
0,12600,84933.0,110253.0,DebtCon,ProfExe,8.0,0.0,0.0,16.0,1.0,37.0,40.845077791,Good
0,12600,80612.0,93802.0,DebtCon,Mgr,5.0,0.0,0.0,12.0,2.0,26.0,40.74903888,Good
1,12600,68800.0,86000.0,DebtCon,Mgr,3.0,2.0,1.0,17.0,5.0,26.0,36.3656751192,Default
0,12600,45633.0,77578.0,DebtCon,ProfExe,19.0,0.0,0.0,17.0,0.0,15.0,23.915614881,Good
0,12600,125688.0,198602.0,HomeImp,Office,0.0,0.0,1.0,29.0,0.0,16.0,39.483820073,Good
0,12600,100590.0,138649.0,HomeImp,ProfExe,14.0,0.0,0.0,12.0,4.0,22.0,34.598727401,Good
0,12600,49986.0,67896.0,DebtCon,Mgr,3.0,0.0,0.0,16.0,1.0,17.0,29.266317175,Good
0,12700,159306.0,200447.0,HomeImp,ProfExe,10.0,0.0,0.0,20.0,0.0,22.0,29.801627319,Good
0,12700,79448.0,91004.0,DebtCon,Mgr,20.0,0.0,0.0,19.0,5.0,23.0,34.464302149,Good
0,12700,149272.0,176467.0,HomeImp,Office,7.0,0.0,0.0,16.0,1.0,42.0,33.902320006,Good
0,12700,72760.0,83604.0,DebtCon,Office,6.0,2.0,3.0,16.0,3.0,29.0,37.368560459,Good
1,12700,30428.0,47387.0,DebtCon,ProfExe,2.0,0.0,0.0,14.0,0.0,36.0,38.874158603,Default
0,12700,58293.0,82594.0,DebtCon,Office,13.0,0.0,0.0,9.0,0.0,23.0,36.700445544,Good
0,12700,27459.0,38577.0,HomeImp,Mgr,16.0,0.0,0.0,6.0,0.0,9.0,31.605665455,Good
0,12700,77068.0,98436.0,HomeImp,ProfExe,7.0,0.0,1.0,12.0,0.0,34.0,33.463697469,Good
0,12700,130867.0,200447.0,HomeImp,Office,0.0,0.0,1.0,28.0,0.0,15.0,40.168827023,Good
0,12700,61840.0,73541.0,DebtCon,ProfExe,1.0,0.0,0.0,13.0,2.0,35.0,41.651691707,Good
0,12700,79898.0,101989.0,DebtCon,ProfExe,9.0,2.0,0.0,18.0,1.0,29.0,29.306071113,Good
0,12700,72164.0,104220.0,DebtCon,Office,10.0,0.0,0.0,14.0,0.0,13.0,37.539963363,Good
0,12700,159306.0,183244.0,DebtCon,ProfExe,7.0,0.4,1.0,18.0,4.0,26.0,43.768191776,Good
0,12700,107653.0,129752.0,HomeImp,ProfExe,8.0,0.0,0.0,15.0,2.0,32.0,29.466721027,Good
0,12800,99160.0,114619.0,HomeImp,Office,2.0,0.0,0.0,12.0,0.0,22.0,35.949877053,Good
0,12800,66293.0,92423.0,HomeImp,Office,27.0,0.0,0.0,14.0,1.0,14.0,41.232162564,Good
0,12800,117391.0,200447.0,HomeImp,ProfExe,1.0,0.0,0.0,11.0,1.0,14.0,27.124889306,Good
0,12800,54546.0,62906.0,DebtCon,Mgr,3.0,0.0,0.0,15.0,1.0,16.0,28.648185714,Good
0,12800,159306.0,200447.0,HomeImp,ProfExe,11.0,0.0,0.0,19.0,0.0,22.0,31.12184071,Good
1,12800,81030.0,100333.0,DebtCon,Mgr,11.0,0.0,1.0,7.0,4.0,29.0,42.319370392,Default
1,12800,51800.0,68000.0,HomeImp,ProfExe,6.0,0.6,1.2,10.0,0.8,17.0,32.4256137664,Default
1,12800,111000.0,124500.0,DebtCon,Sales,7.0,1.0,0.0,17.0,2.0,40.0,33.0873940974,Default
0,12800,76783.0,95007.0,DebtCon,Mgr,6.0,0.0,0.0,12.0,2.0,26.0,42.153616933,Good
0,12800,58592.0,87002.0,DebtCon,Office,13.0,0.0,0.0,12.0,0.0,24.0,37.531077087,Good
0,12800,11986.0,48309.0,HomeImp,Office,23.0,0.0,0.0,22.0,0.0,20.0,28.493861936,Good
1,12800,67060.0,83989.0,DebtCon,Office,9.0,0.2,3.0,10.0,2.0,24.0,43.572307509,Default
0,12800,71531.0,87256.0,HomeImp,Office,26.0,0.0,0.0,14.0,1.0,14.0,40.376137593,Good
0,12800,75139.0,105289.0,HomeImp,ProfExe,8.0,0.0,0.0,13.0,0.0,35.0,31.210704737,Good
0,12800,77318.0,97616.0,DebtCon,Mgr,6.0,0.0,0.0,10.0,2.0,27.0,39.462663394,Good
0,12800,85251.0,114023.0,DebtCon,ProfExe,1.0,1.0,2.0,12.0,0.0,33.0,31.913272413,Good
0,12800,68729.0,90127.0,HomeImp,Office,23.0,0.0,0.0,14.0,1.0,14.0,39.424487787,Good
1,12900,94000.0,88681.0,DebtCon,Office,8.0,0.0,1.0,17.0,0.0,19.0,25.4232283564,Default
0,12900,64245.0,83823.0,DebtCon,Office,13.0,0.0,0.0,21.0,3.0,36.0,40.560130328,Good
0,12900,58566.0,74655.0,DebtCon,Mgr,5.0,0.0,0.4,10.0,0.4,24.0,39.977051188,Good
0,12900,151991.0,179521.0,HomeImp,Office,6.0,0.0,0.0,16.0,0.0,42.0,34.19175206,Good
0,12900,102905.0,117694.0,HomeImp,Office,1.0,0.0,0.0,11.0,1.0,21.0,35.865466207,Good
0,12900,92734.0,114285.0,HomeImp,Mgr,11.0,0.0,0.0,20.0,0.0,24.0,28.663416808,Good
0,12900,87270.0,97929.0,HomeImp,ProfExe,0.0,0.0,0.0,5.0,1.0,20.0,34.696365542,Good
0,12900,67038.0,110955.0,DebtCon,Office,9.0,0.0,0.0,12.0,0.0,12.0,37.085986081,Good
0,12900,83886.0,100782.0,HomeImp,ProfExe,5.0,0.0,0.0,10.0,1.0,27.0,27.979706434,Good
0,12900,31498.0,42695.0,HomeImp,Mgr,14.0,0.0,0.0,5.0,0.0,9.0,31.992753482,Good
