BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,Status
0,11700,78789.0,91342.0,DebtCon,Mgr,5.0,0.0,0.0,128.36,2.0,27.0,41.95,Good
0,11700,95411.0,117927.0,DebtCon,ProfExe,14.0,0.0,0.0,177.93,1.0,17.0,34.49,Good
0,11700,59932.0,80313.0,HomeImp,Office,14.0,0.0,0.0,238.49,0.0,32.0,44.47,Good
0,11700,63724.0,82252.0,DebtCon,Office,13.0,0.0,0.0,233.25,3.0,37.0,40.08,Good
1,11700,69100.0,85000.0,DebtCon,Mgr,3.8,3.0,0.0,80.1,0.0,22.0,34.82,Default
1,11700,62400.0,78000.0,DebtCon,Office,20.0,0.0,0.0,216.07,2.0,24.0,34.82,Default
0,11700,37093.0,62116.0,DebtCon,Mgr,7.0,0.0,0.4494423791821561,173.47,1.0,20.0,37.01,Good
0,11700,74783.0,86227.0,DebtCon,Mgr,7.0,0.0,0.0,116.76,0.0,23.0,28.02,Good
0,11700,15163.0,74500.0,DebtCon,ProfExe,19.0,0.0,2.0,378.83,1.0,11.0,20.09,Good
0,11700,78157.0,103016.0,DebtCon,Mgr,1.0,0.0,0.0,69.81,2.0,24.0,38.45,Good
0,11700,55119.0,67931.0,DebtCon,Mgr,4.0,0.0,0.0,199.41,2.0,16.0,27.62,Good
1,11800,74512.0,93328.0,HomeImp,Office,4.0,5.0,0.0,117.92,1.0,16.0,53.79,Default
0,11800,118053.0,125325.0,DebtCon,Self,5.0,0.0,0.0,181.17,0.0,18.0,33.2,Good
0,11800,52104.0,61618.0,DebtCon,Office,0.0,0.0,0.0,160.75,0.0,21.0,37.13,Good
0,11800,79131.0,102263.0,HomeImp,ProfExe,5.0,0.0,0.0,105.25,0.0,34.0,36.07,Good
1,11800,67678.0,108092.0,HomeImp,ProfExe,13.0,0.0,7.0,126.66,0.0,36.0,37.16,Default
0,11800,21813.0,30436.0,DebtCon,Office,5.0,0.0,1.0,104.01,0.0,16.0,19.41,Good
0,11800,57760.0,65535.0,DebtCon,Mgr,11.0,0.0,0.0,108.47,1.0,18.0,32.78,Good
0,11800,65062.0,78004.0,HomeImp,Office,12.0,0.0,0.0,251.14,0.0,31.0,43.37,Good
0,11800,67336.0,82218.0,DebtCon,Office,12.0,0.0,0.0,255.31,3.0,36.0,40.88,Good
0,11800,86785.0,125552.0,DebtCon,Office,11.0,0.0,0.0,148.18,1.0,22.0,37.88,Good
0,11800,116742.0,137385.0,DebtCon,ProfExe,15.0,0.0,1.0,170.54,1.0,33.0,30.79,Good
0,11800,32257.0,59515.0,DebtCon,Office,23.0,0.0,0.0,231.6,0.0,29.0,25.7,Good
0,11800,65012.0,91614.0,HomeImp,Office,26.0,0.0,0.0,171.89,2.0,13.0,42.49,Good
0,11800,53596.0,69786.0,DebtCon,Mgr,5.0,0.0,0.4494423791821561,126.79,1.0,24.0,41.05,Good
0,11800,112146.0,140781.0,DebtCon,ProfExe,14.0,0.0,0.0,170.7,0.0,32.0,29.94,Good
1,11900,54867.0,79000.0,HomeImp,Mgr,1.0,0.0,0.0,182.6,2.0,23.0,34.82,Default
0,11900,56443.0,86913.0,DebtCon,Office,12.0,0.0,0.0,119.86,0.0,24.0,38.86,Good
0,11900,85486.0,109386.0,HomeImp,ProfExe,11.0,0.0,1.0,175.54,0.0,28.0,33.67,Good
1,11900,108763.0,128780.0,DebtCon,Office,8.0,0.0,0.0,60.38,3.0,21.0,49.42,Default
0,11900,56792.0,64130.0,DebtCon,Mgr,13.0,0.0,0.0,118.61,1.0,18.0,32.67,Good
0,11900,71000.0,87000.0,DebtCon,Mgr,20.0,0.0,0.0,238.47,5.0,24.0,34.82,Good
0,11900,41009.0,68211.0,DebtCon,Office,23.0,0.0,0.0,234.93,0.0,28.0,28.39,Good
0,11900,28329.0,80963.0,HomeImp,ProfExe,21.0,0.0,0.0,239.46,0.0,10.0,24.53,Good
0,11900,117550.0,144178.0,DebtCon,ProfExe,15.0,0.0,1.0,170.95,1.0,32.0,29.1,Good
0,11900,34222.0,59948.0,DebtCon,Office,24.0,0.0,0.0,228.08,1.0,29.0,25.73,Good
0,11900,81849.0,105403.0,HomeImp,ProfExe,5.0,0.0,1.0,82.64,1.0,34.0,36.51,Good
1,11900,29822.0,48574.0,DebtCon,Office,13.0,0.0,0.0,132.4,0.0,4.0,36.61,Default
0,11900,159306.0,200447.375,HomeImp,ProfExe,10.0,0.0,0.0,239.74,0.0,22.0,33.78,Good
0,11900,89595.0,107895.0,HomeImp,Mgr,9.0,0.0,0.0,250.47,0.0,24.0,30.31,Good
0,11900,78959.0,104371.0,DebtCon,Mgr,1.0,0.0,0.0,79.08,1.0,23.0,40.02,Good
0,11900,83877.0,200447.375,HomeImp,Self,15.0,0.0,0.0,12.75,1.0,7.0,18.25,Good
0,11900,114329.0,143915.0,DebtCon,ProfExe,15.0,0.0,1.0,185.57,0.0,32.0,28.98,Good
0,11900,81318.0,105454.0,HomeImp,ProfExe,6.0,0.0,0.0,92.14,1.0,33.0,37.53,Good
0,12000,84172.0,123415.0,DebtCon,Office,9.0,0.0,0.0,139.02,1.0,21.0,38.58,Good
0,12000,63019.0,74204.0,DebtCon,Office,6.0,0.0,0.0,98.59,2.0,14.0,24.49,Good
0,12000,57371.0,69076.0,DebtCon,Mgr,10.0,1.0,0.0,83.25,1.0,19.0,29.63,Good
0,12000,76799.0,83864.0,DebtCon,Mgr,8.0,0.0,0.0,102.2,0.0,22.0,27.17,Good
0,12000,38130.0,68707.0,DebtCon,Office,23.0,0.0,0.0,234.89,1.0,29.0,26.3,Good
0,12000,15756.0,53079.0,HomeImp,Office,23.0,0.0,0.0,259.56,0.0,20.0,29.4,Good
0,12000,69796.0,93757.0,DebtCon,Office,16.0,0.0,1.0,91.43,0.0,8.0,24.46,Good
0,12000,79844.0,98139.0,HomeImp,ProfExe,8.0,0.0,0.0,156.95,0.0,34.0,31.7,Good
0,12000,72786.0,84595.0,DebtCon,Office,4.0,2.0,2.0,198.77,3.0,30.0,38.09,Good
1,12000,69000.0,92900.0,HomeImp,ProfExe,2.0,0.0,0.0,115.9,0.0,15.0,34.82,Default
0,12000,96000.0,135000.0,HomeImp,ProfExe,14.0,0.0,0.0,126.8,5.0,22.0,34.82,Good
0,12000,87000.0,101200.0,DebtCon,Sales,13.0,0.0,2.0,151.13,1.0,18.0,34.82,Good
0,12000,98000.0,123385.0,HomeImp,ProfExe,10.0,0.0,0.0,170.43,3.0,32.0,34.82,Good
0,12000,73000.0,94900.0,DebtCon,ProfExe,9.0,3.0,0.0,189.7,1.0,30.0,34.82,Good
0,12000,150000.0,175065.0,DebtCon,ProfExe,7.0,0.0,1.0,206.67,4.0,26.0,34.82,Good
0,12000,29600.0,61250.0,DebtCon,ProfExe,7.5,0.0,0.0,264.8,1.0,16.0,34.82,Good
0,12000,94000.0,112125.0,HomeImp,Office,2.0,0.0,0.0,143.03,1.0,22.0,34.82,Good
0,12000,42482.0,67800.0,DebtCon,ProfExe,19.0,0.0,0.0,199.9,0.0,16.0,34.82,Good
0,12000,88000.0,118750.0,HomeImp,Mgr,3.0,0.0,3.0,153.5,0.0,26.0,34.82,Good
0,12000,81000.0,105250.0,DebtCon,ProfExe,9.0,0.0,0.0,200.9,2.0,37.0,34.82,Good
0,12000,85039.0,111100.0,DebtCon,ProfExe,0.2,1.0,2.0,144.07,1.0,34.0,34.82,Good
0,12000,87000.0,113850.0,DebtCon,Office,11.0,0.0,0.0,216.13,0.0,12.0,34.82,Good
1,12000,114390.0,132800.0,DebtCon,Mgr,10.0,0.0,0.0,95.73,0.0,25.0,34.82,Default
1,12000,118000.0,139350.0,HomeImp,ProfExe,2.0,0.0,0.0,153.17,2.0,17.0,34.82,Default
1,12000,58730.0,80000.0,DebtCon,Office,10.0,0.0,4.0,123.1,3.0,25.0,34.82,Default
1,12000,15231.0,42845.01,DebtCon,Office,6.5,0.0,1.0,65.97,2.0,18.0,34.82,Default
1,12000,48786.0,89800.0,HomeImp,ProfExe,28.0,0.0,5.0,220.13,1.0,16.0,34.82,Default
0,12000,76674.0,97936.0,DebtCon,Mgr,5.0,0.0,0.0,147.91,2.0,27.0,41.23,Good
0,12000,36072.0,62960.0,DebtCon,ProfExe,8.0,0.0,0.0,288.53,0.0,16.0,22.42,Good
0,12000,97650.0,115931.0,DebtCon,ProfExe,11.0,0.0,0.0,199.83,1.0,17.0,34.39,Good
0,12000,88210.0,114224.0,DebtCon,ProfExe,8.0,0.0,0.0,203.47,1.0,36.0,41.57,Good
0,12000,84191.0,100654.0,HomeImp,ProfExe,0.0,0.0,0.0,79.68,1.0,20.0,33.77,Good
0,12000,63589.0,75959.0,HomeImp,Office,14.0,1.0,0.0,253.62,1.0,31.0,43.16,Good
1,12100,159306.0,200447.375,HomeImp,ProfExe,0.0,0.0,0.0,67.78,1.0,4.0,26.99,Default
0,12100,96439.0,126328.0,HomeImp,Mgr,3.0,0.0,3.0,156.32,0.0,26.0,39.28,Good
0,12100,90917.0,102400.0,DebtCon,Sales,11.0,0.0,2.0,159.87,0.0,17.0,33.45,Good
0,12100,68941.0,75029.0,HomeImp,Office,14.0,0.0,0.0,254.19,0.0,31.0,43.9,Good
0,12100,50973.0,74183.0,DebtCon,Mgr,6.0,0.0,0.4494423791821561,122.69,1.0,24.0,41.13,Good
0,12100,12000.0,33938.0,DebtCon,Mgr,9.0,0.0,0.0,118.77,0.0,11.0,34.82,Good
1,12100,67000.0,79100.0,DebtCon,Mgr,5.0,0.0,0.0,155.2,1.0,32.0,34.82,Default
0,12100,74594.0,90555.0,DebtCon,Mgr,4.0,0.0,0.0,123.78,2.0,27.0,41.63,Good
0,12100,83557.0,98881.0,HomeImp,ProfExe,6.0,0.0,0.0,102.23,1.0,26.0,25.78,Good
0,12100,105104.0,144712.0,HomeImp,ProfExe,13.0,0.0,0.0,129.52,5.0,22.0,37.41,Good
0,12100,85121.0,113744.0,DebtCon,ProfExe,0.0,0.0,2.0,139.49,0.0,34.0,33.94,Good
0,12100,18728.0,34443.0,DebtCon,Mgr,9.0,0.0,0.0,117.65,0.0,10.0,21.59,Good
0,12100,48149.0,74539.0,DebtCon,ProfExe,17.0,0.0,0.0,200.03,0.0,15.0,23.13,Good
0,12200,61929.0,83102.0,HomeImp,Office,14.0,0.0,0.0,238.52,1.0,32.0,44.45,Good
0,12200,110088.0,137794.0,DebtCon,ProfExe,3.0,0.0,0.0,251.15,1.0,42.5,33.52,Good
0,12200,136866.0,162906.0,HomeImp,ProfExe,4.0,0.0,0.0,406.23,0.0,42.5,30.18,Good
0,12200,80336.0,102618.0,HomeImp,ProfExe,2.0,0.0,0.0,79.73,2.0,19.0,34.41,Good
1,12200,97000.0,109800.0,HomeImp,ProfExe,5.0,0.0,0.0,152.13,3.0,33.0,34.82,Default
0,12200,159306.0,200447.375,HomeImp,ProfExe,10.0,0.0,1.0,237.32,0.0,22.0,30.69,Good
0,12200,159306.0,200447.375,HomeImp,ProfExe,11.0,0.0,0.0,223.44,0.0,21.0,31.37,Good
0,12200,82904.0,125057.0,DebtCon,Office,8.0,0.0,0.0,131.66,1.0,21.0,37.27,Good
0,12200,27118.0,87982.0,HomeImp,ProfExe,19.0,0.0,0.0,232.24,0.0,11.0,25.24,Good
0,12200,90154.0,110479.0,DebtCon,ProfExe,9.0,0.0,0.0,196.93,2.0,37.0,43.19,Good
0,12200,86775.0,111572.0,DebtCon,ProfExe,0.0,1.0,1.0,138.61,1.0,33.0,34.35,Good
0,12300,79838.0,85209.0,DebtCon,ProfExe,8.0,0.0,0.0,173.84,0.0,11.0,37.82,Good
0,12300,114035.0,137208.0,DebtCon,ProfExe,15.0,0.0,1.0,173.71,0.0,33.0,32.06,Good
0,12300,61253.0,85825.0,DebtCon,Sales,5.0,0.0,0.0,130.03,0.0,34.0,27.2,Good
0,12300,152107.0,179793.0,DebtCon,ProfExe,7.0,0.0,1.0,212.78,3.0,25.0,43.13,Good
0,12300,48866.0,73023.0,HomeImp,Office,11.0,3.0,1.0,251.63,1.0,29.0,32.88,Good
1,12300,48238.0,66603.0,HomeImp,Office,6.0,0.0,1.0,80.39,1.0,11.0,40.02,Default
0,12300,112373.0,136202.0,DebtCon,ProfExe,16.0,0.0,1.0,179.88,0.0,32.0,30.49,Good
0,12300,60200.0,77079.0,HomeImp,Office,13.0,0.0,0.0,242.24,1.0,32.0,45.39,Good
0,12300,65019.0,50530.0,HomeImp,Mgr,5.0,0.0,0.4494423791821561,163.54,1.0,9.0,20.03,Good
1,12300,50230.0,70000.0,DebtCon,Sales,1.0,0.0,0.4494423791821561,184.37,2.0,20.0,34.82,Default
1,12300,49800.0,64000.0,DebtCon,ProfExe,23.0,0.0,2.0,232.33,3.0,17.0,34.82,Default
1,12300,77000.0,94000.0,DebtCon,Mgr,28.0,0.0,4.0,212.87,4.0,17.0,34.82,Default
0,12300,114457.0,144284.0,DebtCon,ProfExe,1.0,0.0,0.0,252.66,0.0,42.5,32.5,Good
0,12300,152274.0,177940.0,HomeImp,Office,4.0,0.0,0.0,196.88,0.0,42.5,33.72,Good
0,12300,90006.0,121122.0,DebtCon,Office,9.0,0.0,0.0,133.5,1.0,21.0,36.91,Good
0,12300,159306.0,177853.0,DebtCon,ProfExe,6.0,0.0,0.0,206.82,4.0,25.0,41.43,Good
0,12300,81590.0,90050.0,DebtCon,Mgr,6.0,0.0,0.0,136.75,1.0,26.0,41.73,Good
0,12300,50441.0,56656.0,DebtCon,Office,1.0,0.0,0.0,186.45,0.0,21.0,35.45,Good
0,12300,102908.0,124217.0,HomeImp,ProfExe,9.0,0.0,0.0,159.99,2.0,31.0,27.71,Good
0,12300,141020.0,157511.0,HomeImp,ProfExe,4.0,0.0,1.0,403.75,0.0,42.5,29.58,Good
0,12300,92573.0,119325.0,DebtCon,ProfExe,2.0,1.0,2.0,157.62,0.0,33.0,34.78,Good
1,12300,73099.0,84250.0,DebtCon,ProfExe,4.0,0.0,0.4494423791821561,173.47,1.0,20.0,40.22,Default
0,12300,68024.0,78800.0,DebtCon,Sales,7.0,0.0,0.0,125.5,0.0,35.0,29.29,Good
0,12400,132894.0,198168.0,HomeImp,Office,0.0,0.0,1.0,355.16,0.0,16.0,40.54,Good
0,12400,80510.0,97548.0,HomeImp,ProfExe,1.0,0.0,0.0,74.4,1.0,19.0,36.46,Good
0,12400,137927.0,160566.0,HomeImp,ProfExe,6.0,0.0,1.0,406.23,0.0,42.0,29.27,Good
0,12400,159306.0,200447.375,HomeImp,ProfExe,9.0,0.0,0.0,213.46,0.0,22.0,33.65,Good
0,12400,16375.0,36672.0,DebtCon,Mgr,8.0,0.0,0.0,120.67,0.0,11.0,24.09,Good
0,12400,36034.0,62953.0,DebtCon,ProfExe,9.0,0.0,0.0,262.08,0.0,16.0,21.35,Good
1,12400,94000.0,112000.0,DebtCon,Mgr,4.0,0.0,0.0,173.47,0.0,0.0,34.82,Default
0,12400,115902.0,146813.0,DebtCon,ProfExe,1.0,0.0,0.0,288.47,0.0,42.5,33.05,Good
0,12400,115004.0,144760.0,DebtCon,ProfExe,2.0,0.0,0.0,279.52,1.0,42.5,35.61,Good
0,12400,24769.0,87665.0,HomeImp,ProfExe,21.0,0.0,0.0,238.38,0.0,11.0,25.33,Good
0,12500,93538.0,118369.0,DebtCon,ProfExe,0.0,0.0,1.0,132.82,0.0,33.0,34.83,Good
1,12500,69117.0,101503.0,HomeImp,ProfExe,13.0,0.0,7.0,145.95,0.0,36.0,36.76,Default
0,12500,157312.0,181050.0,DebtCon,ProfExe,7.0,0.0,0.0,209.71,4.0,25.0,40.91,Good
0,12500,83276.0,129116.0,DebtCon,Office,7.0,0.0,0.0,138.69,0.0,22.0,39.59,Good
0,12500,101047.0,118913.0,HomeImp,Office,2.0,0.0,0.0,156.61,1.0,22.0,35.9,Good
0,12500,83924.0,100114.0,HomeImp,ProfExe,0.0,0.0,0.0,71.3,1.0,20.0,34.71,Good
0,12500,79900.0,94660.0,DebtCon,Mgr,19.0,0.0,0.0,252.35,5.0,24.0,35.8,Good
0,12500,65019.0,52026.0,HomeImp,Mgr,6.0,0.0,0.4494423791821561,173.72,1.0,8.0,21.62,Good
0,12500,77100.0,90550.0,HomeImp,Office,7.0,0.0,0.0,173.47,1.0,26.0,34.82,Good
1,12500,53060.0,67500.0,DebtCon,Office,16.0,0.0,5.0,183.63,0.0,15.0,34.82,Default
1,12500,69192.0,105300.0,DebtCon,Mgr,4.0,0.0,0.0,282.03,1.0,23.0,34.82,Default
0,12500,77792.0,100812.0,DebtCon,ProfExe,10.0,2.0,0.0,182.96,1.0,29.0,27.39,Good
0,12500,53354.0,79893.0,HomeImp,Office,10.0,2.0,0.0,249.44,1.0,29.0,35.02,Good
0,12500,66163.0,83727.0,DebtCon,Office,4.0,1.0,2.0,176.94,3.0,30.0,36.77,Good
0,12500,17659.0,31843.0,DebtCon,Office,7.0,0.0,1.0,107.74,0.0,16.0,19.3,Good
0,12500,55228.0,66569.0,DebtCon,Mgr,3.0,0.0,0.0,198.82,1.0,17.0,28.0,Good
0,12500,77937.0,89710.0,DebtCon,Mgr,19.0,0.0,0.0,223.59,5.0,24.0,35.95,Good
0,12600,71370.0,90316.0,HomeImp,Office,26.0,0.0,0.0,162.36,2.0,14.0,39.88,Good
0,12600,84933.0,110253.0,DebtCon,ProfExe,8.0,0.0,0.0,192.42,1.0,37.0,40.85,Good
0,12600,80612.0,93802.0,DebtCon,Mgr,5.0,0.0,0.0,141.61,2.0,26.0,40.75,Good
1,12600,68800.0,86000.0,DebtCon,Mgr,3.0,2.0,1.0,202.87,5.0,26.0,34.82,Default
0,12600,45633.0,77578.0,DebtCon,ProfExe,19.0,0.0,0.0,209.73,0.0,15.0,23.92,Good
0,12600,125688.0,198602.0,HomeImp,Office,0.0,0.0,1.0,344.75,0.0,16.0,39.48,Good
0,12600,100590.0,138649.0,HomeImp,ProfExe,14.0,0.0,0.0,138.16,4.0,22.0,34.6,Good
0,12600,49986.0,67896.0,DebtCon,Mgr,3.0,0.0,0.0,190.16,1.0,17.0,29.27,Good
0,12700,159306.0,200447.375,HomeImp,ProfExe,10.0,0.0,0.0,242.91,0.0,22.0,29.8,Good
0,12700,79448.0,91004.0,DebtCon,Mgr,20.0,0.0,0.0,227.51,5.0,23.0,34.46,Good
0,12700,149272.0,176467.0,HomeImp,Office,7.0,0.0,0.0,191.9,1.0,42.5,33.9,Good
0,12700,72760.0,83604.0,DebtCon,Office,6.0,2.0,3.0,189.92,3.0,29.0,37.37,Good
1,12700,30428.0,47387.0,DebtCon,ProfExe,2.0,0.0,0.0,164.49,0.0,36.0,38.87,Default
0,12700,58293.0,82594.0,DebtCon,Office,13.0,0.0,0.0,105.05,0.0,23.0,36.7,Good
0,12700,27459.0,38577.0,HomeImp,Mgr,16.0,0.0,0.0,72.33,0.0,9.0,31.61,Good
0,12700,77068.0,98436.0,HomeImp,ProfExe,7.0,0.0,1.0,148.29,0.0,34.0,33.46,Good
0,12700,130867.0,200447.375,HomeImp,Office,0.0,0.0,1.0,340.8,0.0,15.0,40.17,Good
0,12700,61840.0,73541.0,DebtCon,ProfExe,1.0,0.0,0.0,157.89,2.0,35.0,41.65,Good
0,12700,79898.0,101989.0,DebtCon,ProfExe,9.0,2.0,0.0,215.0,1.0,29.0,29.31,Good
0,12700,72164.0,104220.0,DebtCon,Office,10.0,0.0,0.0,165.43,0.0,13.0,37.54,Good
0,12700,159306.0,183244.0,DebtCon,ProfExe,7.0,0.0,1.0,210.12,4.0,26.0,43.77,Good
0,12700,107653.0,129752.0,HomeImp,ProfExe,8.0,0.0,0.0,181.03,2.0,32.0,29.47,Good
0,12800,99160.0,114619.0,HomeImp,Office,2.0,0.0,0.0,142.21,0.0,22.0,35.95,Good
0,12800,66293.0,92423.0,HomeImp,Office,27.0,0.0,0.0,169.72,1.0,14.0,41.23,Good
0,12800,117391.0,200447.375,HomeImp,ProfExe,1.0,0.0,0.0,136.62,1.0,14.0,27.12,Good
0,12800,54546.0,62906.0,DebtCon,Mgr,3.0,0.0,0.0,175.52,1.0,16.0,28.65,Good
0,12800,159306.0,200447.375,HomeImp,ProfExe,11.0,0.0,0.0,225.2,0.0,22.0,31.12,Good
1,12800,81030.0,100333.0,DebtCon,Mgr,11.0,0.0,1.0,80.15,4.0,29.0,42.32,Default
1,12800,51800.0,68000.0,HomeImp,ProfExe,6.0,0.0,0.4494423791821561,173.47,1.0,20.0,34.82,Default
1,12800,111000.0,124500.0,DebtCon,Sales,7.0,1.0,0.0,203.9,2.0,40.0,34.82,Default
0,12800,76783.0,95007.0,DebtCon,Mgr,6.0,0.0,0.0,140.97,2.0,26.0,42.15,Good
0,12800,58592.0,87002.0,DebtCon,Office,13.0,0.0,0.0,139.53,0.0,24.0,37.53,Good
0,12800,11986.0,48309.0,HomeImp,Office,23.0,0.0,0.0,265.23,0.0,20.0,28.49,Good
1,12800,67060.0,83989.0,DebtCon,Office,9.0,0.0,3.0,116.47,2.0,24.0,43.57,Default
0,12800,71531.0,87256.0,HomeImp,Office,26.0,0.0,0.0,167.16,1.0,14.0,40.38,Good
0,12800,75139.0,105289.0,HomeImp,ProfExe,8.0,0.0,0.0,151.85,0.0,35.0,31.21,Good
0,12800,77318.0,97616.0,DebtCon,Mgr,6.0,0.0,0.0,125.53,2.0,27.0,39.46,Good
0,12800,85251.0,114023.0,DebtCon,ProfExe,1.0,1.0,2.0,143.68,0.0,33.0,31.91,Good
0,12800,68729.0,90127.0,HomeImp,Office,23.0,0.0,0.0,163.99,1.0,14.0,39.42,Good
1,12900,94000.0,89235.5,DebtCon,Office,8.0,0.0,1.0,205.93,0.0,19.0,34.82,Default
0,12900,64245.0,83823.0,DebtCon,Office,13.0,0.0,0.0,246.84,3.0,36.0,40.56,Good
0,12900,58566.0,74655.0,DebtCon,Mgr,5.0,0.0,0.4494423791821561,116.78,1.0,24.0,39.98,Good
0,12900,151991.0,179521.0,HomeImp,Office,6.0,0.0,0.0,186.81,0.0,42.5,34.19,Good
0,12900,102905.0,117694.0,HomeImp,Office,1.0,0.0,0.0,137.14,1.0,21.0,35.87,Good
0,12900,92734.0,114285.0,HomeImp,Mgr,11.0,0.0,0.0,236.05,0.0,24.0,28.66,Good
0,12900,87270.0,97929.0,HomeImp,ProfExe,0.0,0.0,0.0,65.11,1.0,20.0,34.7,Good
0,12900,67038.0,110955.0,DebtCon,Office,9.0,0.0,0.0,147.2,0.0,12.0,37.09,Good
0,12900,83886.0,100782.0,HomeImp,ProfExe,5.0,0.0,0.0,115.08,1.0,27.0,27.98,Good
0,12900,31498.0,42695.0,HomeImp,Mgr,14.0,0.0,0.0,55.02,0.0,9.0,31.99,Good
0,12900,149297.0,177044.0,HomeImp,Office,4.0,0.0,0.0,205.87,0.0,42.5,34.98,Good
1,12900,117900.0,143433.0,DebtCon,Mgr,6.0,0.0,0.0,227.93,0.0,35.0,47.62,Default
0,12900,88304.0,122178.0,DebtCon,Office,10.0,0.0,0.0,223.45,0.0,12.0,41.43,Good
0,12900,89492.0,110007.0,HomeImp,ProfExe,10.0,0.0,2.0,169.19,0.0,28.0,32.82,Good
0,12900,19688.0,77998.0,DebtCon,ProfExe,20.0,0.0,2.0,406.23,0.0,12.0,22.84,Good
0,12900,70167.0,90812.0,HomeImp,Office,25.0,0.0,0.0,177.08,2.0,13.0,40.23,Good
0,12900,18106.0,37881.0,DebtCon,Mgr,8.0,0.0,0.0,134.38,0.0,10.0,20.52,Good
0,13000,81972.0,102295.0,HomeImp,ProfExe,5.0,0.0,0.0,107.42,0.0,26.0,24.72,Good
1,13000,29461.0,49326.0,HomeImp,ProfExe,11.0,0.0,0.0,171.6,1.0,8.0,38.92,Default
0,13000,78766.0,106450.0,HomeImp,ProfExe,6.0,0.0,0.0,107.95,0.0,26.0,24.87,Good
0,13000,49268.0,72430.0,DebtCon,ProfExe,19.0,0.0,0.0,192.36,0.0,15.0,23.62,Good
0,13000,67395.0,94355.0,DebtCon,Office,8.0,0.0,0.0,214.48,3.0,28.0,40.97,Good
0,13000,96172.0,112123.0,DebtCon,ProfExe,14.0,0.0,0.0,181.89,1.0,18.0,36.23,Good
0,13000,88614.0,116994.0,HomeImp,ProfExe,13.0,0.0,2.0,188.82,0.0,28.0,32.62,Good
0,13000,16913.0,48587.0,HomeImp,Office,23.0,0.0,0.0,264.99,0.0,20.0,30.62,Good
0,13000,38200.0,64764.0,HomeImp,ProfExe,4.0,0.0,0.0,211.07,3.0,18.0,34.82,Good
0,13000,6793.0,47700.0,DebtCon,ProfExe,4.0,0.0,0.0,304.37,0.0,16.0,34.82,Good
0,13000,61612.0,99132.0,HomeImp,ProfExe,8.0,0.0,0.0,262.73,1.0,12.0,34.82,Good
0,13000,20200.0,37245.0,DebtCon,ProfExe,21.0,0.0,1.0,199.9,2.0,16.0,34.82,Good
1,13000,43744.0,60000.0,DebtCon,Self,22.0,0.0,1.0,21.27,1.0,15.0,34.82,Default
1,13000,94941.0,120000.0,DebtCon,ProfExe,0.1,0.0,0.0,132.87,0.0,21.0,34.82,Default
1,13000,137618.0,159000.0,DebtCon,ProfExe,9.0,2.0,6.0,106.53,5.0,37.0,34.82,Default
1,13000,47000.0,60000.0,HomeImp,Self,1.0,0.0,0.0,173.47,3.0,12.0,34.82,Default
1,13000,159306.0,200000.0,DebtCon,Mgr,3.0,0.0,2.0,195.83,1.0,42.5,34.82,Default
1,13000,152029.0,173750.0,HomeImp,ProfExe,20.0,0.0,0.0,19.33,5.0,5.0,34.82,Default
0,13000,110094.0,145807.0,DebtCon,ProfExe,2.0,0.0,0.0,285.28,0.0,42.5,35.05,Good
0,13000,66014.0,85528.0,DebtCon,Office,4.0,2.0,3.0,185.64,2.0,30.0,39.42,Good
0,13000,61865.0,72045.0,DebtCon,ProfExe,0.0,0.0,0.0,172.7,2.0,34.0,42.57,Good
0,13000,110097.0,200447.375,HomeImp,ProfExe,3.0,0.0,0.0,122.64,0.0,15.0,29.33,Good
0,13000,40996.0,58938.0,DebtCon,Mgr,7.0,0.0,0.4494423791821561,173.47,1.0,20.0,35.81,Good
0,13100,70878.0,86743.0,DebtCon,ProfExe,10.0,0.0,0.0,174.88,0.0,11.0,39.78,Good
0,13100,74832.0,98616.0,HomeImp,ProfExe,6.0,0.0,0.0,101.36,1.0,26.0,27.02,Good
0,13100,69259.0,75149.0,DebtCon,Office,11.0,0.0,0.0,240.41,3.0,37.0,40.74,Good
1,13100,65019.0,89235.5,HomeImp,ProfExe,0.75,0.0,0.4494423791821561,173.47,1.0,20.0,34.82,Default
0,13100,64897.0,81598.0,DebtCon,Sales,7.0,0.0,0.0,130.65,0.0,34.0,26.5,Good
1,13100,22422.0,34800.0,HomeImp,Office,2.6,2.0,0.0,93.3,1.0,3.0,34.82,Default
0,13100,73987.0,106557.0,DebtCon,Office,9.0,0.0,0.0,149.45,1.0,13.0,37.01,Good
0,13200,155478.0,183646.0,HomeImp,Office,5.0,0.0,0.0,196.24,1.0,42.5,35.6,Good
0,13200,69195.0,79252.0,DebtCon,Office,13.0,0.0,0.0,248.79,3.0,37.0,41.91,Good
0,13200,69697.0,91722.0,HomeImp,Office,24.0,1.0,0.0,183.52,1.0,14.0,39.75,Good
0,13200,58549.0,81381.0,DebtCon,Office,13.0,0.0,0.0,94.69,0.0,24.0,38.41,Good
0,13200,15346.0,30809.0,DebtCon,Office,7.0,0.0,1.0,89.65,0.0,16.0,18.11,Good
0,13200,93254.0,125738.0,HomeImp,Mgr,3.0,0.0,3.0,156.55,0.0,25.0,42.74,Good
0,13200,22270.0,38437.0,DebtCon,Office,5.0,0.0,1.0,107.77,0.0,17.0,20.64,Good
